RecordID	SeverityName	MessageID	Severity	MsgDLLName	Component	MachineName	Time	SiteCode	InsString1	InsString2	InsString3	InsString4	InsString5	InsString6	InsString7	InsString8	InsString9	InsString10
72057594038364081	Informational	501	1073741824	srvmsgs.dll	SMS_SITE_SYSTEM_STATUS_SUMMARIZER	CM01.ASD.NET	2019-09-14 05:18:20.937	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364082	Informational	501	1073741824	srvmsgs.dll	SMS_STATUS_MANAGER	CM01.ASD.NET	2019-09-14 05:18:20.937	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364083	Informational	501	1073741824	srvmsgs.dll	SMS_SOFTWARE_METERING_PROCESSOR	CM01.ASD.NET	2019-09-14 05:18:20.937	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364084	Informational	501	1073741824	srvmsgs.dll	SMS_STATE_SYSTEM	CM01.ASD.NET	2019-09-14 05:18:20.937	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364080	Informational	501	1073741824	srvmsgs.dll	SMS_SOFTWARE_INVENTORY_PROCESSOR	CM01.ASD.NET	2019-09-14 05:18:20.937	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364085	Informational	501	1073741824	srvmsgs.dll	SMS_WAKEONLAN_COMMUNICATION_MANAGER	CM01.ASD.NET	2019-09-14 05:18:20.937	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364087	Informational	501	1073741824	srvmsgs.dll	SMS_WAKEONLAN_MANAGER	CM01.ASD.NET	2019-09-14 05:18:20.937	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364079	Informational	501	1073741824	srvmsgs.dll	SMS_SITE_CONTROL_MANAGER	CM01.ASD.NET	2019-09-14 05:18:20.937	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364086	Informational	501	1073741824	srvmsgs.dll	SMS_NOTIFICATION_SERVER	CM01.ASD.NET	2019-09-14 05:18:20.937	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364088	Informational	501	1073741824	srvmsgs.dll	SMS_WSUS_CONTROL_MANAGER	CM01.ASD.NET	2019-09-14 05:18:20.937	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364089	Informational	501	1073741824	srvmsgs.dll	SMS_WSUS_CONFIGURATION_MANAGER	CM01.ASD.NET	2019-09-14 05:18:20.937	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364090	Informational	501	1073741824	srvmsgs.dll	SMS_WSUS_SYNC_MANAGER	CM01.ASD.NET	2019-09-14 05:18:20.937	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364075	Informational	501	1073741824	srvmsgs.dll	SMS_SERVICE_CONNECTOR	CM01.ASD.NET	2019-09-14 05:18:20.937	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364076	Informational	501	1073741824	srvmsgs.dll	SMS_RULE_ENGINE	CM01.ASD.NET	2019-09-14 05:18:20.920	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364073	Informational	501	1073741824	srvmsgs.dll	SMS_OUTBOX_MONITOR	CM01.ASD.NET	2019-09-14 05:18:20.920	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364074	Informational	501	1073741824	srvmsgs.dll	SMS_SCHEDULER	CM01.ASD.NET	2019-09-14 05:18:20.920	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364058	Informational	501	1073741824	srvmsgs.dll	SMS_LICENSE_MANAGER	CM01.ASD.NET	2019-09-14 05:18:20.920	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364063	Informational	501	1073741824	srvmsgs.dll	SMS_PACKAGE_TRANSFER_MANAGER	CM01.ASD.NET	2019-09-14 05:18:20.920	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364068	Informational	501	1073741824	srvmsgs.dll	SMS_POLICY_PROVIDER	CM01.ASD.NET	2019-09-14 05:18:20.920	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364070	Informational	501	1073741824	srvmsgs.dll	SMS_MP_FILE_DISPATCH_MANAGER	CM01.ASD.NET	2019-09-14 05:18:20.920	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364072	Informational	501	1073741824	srvmsgs.dll	SMS_MIGRATION_MANAGER	CM01.ASD.NET	2019-09-14 05:18:20.920	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364077	Informational	501	1073741824	srvmsgs.dll	SMS_REST_PROVIDER	CM01.ASD.NET	2019-09-14 05:18:20.920	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364060	Informational	501	1073741824	srvmsgs.dll	SMS_LAN_SENDER	CM01.ASD.NET	2019-09-14 05:18:20.920	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
